t_s,phase,x_m,h_m,V_mps,gamma_rad,m_kg,Mach,alpha_deg,phi,q_Pa,CL,CD,L_N,D_N,T_N,mdot_fuel_kgs,M4,Tt4_K,unstart_flag
0.0,cruise,0.0,19000.0,1180.2885205236896,0.0,783.0,4.0,27.3,0.9,71785.53768841416,0.7371000000000001,0.5572153011323868,5291.311983013008,4000.0,5362.364044894432,0.42574321264435,0.30999976674463586,2189.984001633373,0.0
1.0,cruise,1180.778940356947,19000.18797034686,1181.2712626053803,0.0003214360861929881,782.5736410670474,4.003330514749918,27.261286434287292,0.9,71902.9974046062,0.7358731454926146,0.5563050421238426,5291.148487047487,4000.0,5374.496869233818,0.42697303771875156,0.3099278750773845,2191.7165641025626,0.0
2.0,cruise,2362.54711704495,19000.760016466782,1182.2672068152337,0.0006496811607938306,782.1460559795238,4.006705771536831,27.217951858246888,0.9,72017.79596535173,0.7345196654389423,0.5554182749392147,5289.848739812017,4000.0,5386.489297613847,0.428195354277841,0.3098549067805905,2193.471272512103,0.0
3.0,cruise,3545.3176300610767,19001.723824643534,1183.2764117354932,0.0009830075138607154,781.7172525653149,4.010125968896072,27.17011739001693,0.9,72129.83582805803,0.7330429220032693,0.5545555391994982,5287.426561901576,4000.0,5398.333809776207,0.4294095446475903,0.30978085539572525,2195.248203835541,0.0
4.0,cruise,4729.103634366551,19003.085079714645,1184.2989389233353,0.0013197094697575166,781.2872392105909,4.013591315445028,27.117921637252444,0.9,72239.04233517716,0.731446747751445,0.5537171965044421,5283.901257674429,4000.0,5410.024404172954,0.4306151103039232,0.30970571483111414,2197.047446032084,0.0
5.0,cruise,5913.918345580098,19004.84748967214,1185.3348531956613,0.0016581118318207716,780.8560247403924,4.017102030848297,27.061519483430548,0.9,72345.3636718638,0.72973541217061,0.5529034338873134,5279.297377772021,4000.0,5421.556598487572,0.4318116722856196,0.30962947933353624,2198.8690985037456,0.0
6.0,cruise,7099.775045963291,19007.01281997849,1186.3842229098782,0.0019965779575768106,780.4236182990966,4.02065834676926,27.001080819339112,0.9,72448.77069671686,0.7279135867407346,0.5521142679900939,5273.64445328042,4000.0,5432.927422723716,0.4329989710235393,0.30955214345728504,2200.713272517251,0.0
7.0,cruise,8286.68709064201,19009.580937190247,1187.4471202430234,0.002333517422217454,779.9900292313383,4.02426050781603,26.936789228670918,0.9,72549.25664909655,0.725986308802873,0.5513495499129709,5266.97670410699,4000.0,5444.135405076491,0.434176865601358,0.3094737020306405,2202.5800915958057,0.0
8.0,cruise,9474.667914013458,19012.54986143296,1188.523621471236,0.0026673932319096635,779.5552669639478,4.027908772488586,26.86884063669004,0.9,72646.83673745861,0.7239589444699083,0.5506089706914238,5259.332724352829,4000.0,5455.180550836379,0.43534533246572915,0.3093941501197442,2204.469691885401,0.0
9.0,cruise,10663.731036294064,19015.915827226578,1189.613807251188,0.0029967285526669536,779.1193408894436,4.03160341413254,26.797441930905894,0.9,72741.54761403438,0.7218371508243889,0.5498920673538515,5250.755147627121,4000.0,5466.064314608189,0.43650446360625633,0.30931348298990585,2206.3822224997325,0.0
10.0,cruise,11853.890070169839,19019.67335212071,1190.7177629046585,0.003320112924890144,778.6822602516017,4.035344721903561,26.72280956258682,0.9,72833.44674199163,0.7196268376449013,0.5491982295125718,5241.2902953717785,4000.0,5476.7895661567,0.4376544642279248,0.30923169606441736,2208.3178458472175,0.0
11.0,cruise,13045.15872751715,19023.815312564107,1191.8355787069877,0.0036362079382322725,778.2440340335955,4.039133001744945,26.645168137773577,0.9,72922.6116619321,0.7173341288974269,0.5485267064410594,5230.98781134374,4000.0,5487.3605502169885,0.4387956499406701,0.3091487848809907,2210.276737942883,0.0
12.0,cruise,14237.550826168337,19028.333026402976,1192.9673501796833,0.003943752346096646,777.8046708491763,4.04296857737926,26.564749006217937,0.9,73009.13916520822,0.7149653242214157,0.5478766145904868,5219.900285437956,4000.0,5497.782840630294,0.4399284434925387,0.30906474504597803,2212.2590887071947,0.0
13.0,cruise,15431.080296702872,19033.216341378025,1194.1131783870005,0.004241566603778229,777.3641788373375,4.046851791313456,26.481788856379485,0.9,73093.14438206975,0.712526860632034,0.5472469454989307,5208.082870028014,4000.0,5508.063289186254,0.44105337107445747,0.3089795721865743,2214.265102253177,0.0
14.0,cruise,16625.761189250814,19038.45372897085,1195.2731702358708,0.004528556818948781,776.9225655608763,4.0507830058553225,26.396528324269593,0.9,73174.75979307508,0.7100252746503759,0.5466365740470174,5195.592891955342,4000.0,5518.209969569,0.4421710582259511,0.3088932619012397,2216.2949971624594,0.0
