t_s,phase,x_m,h_m,V_mps,gamma_rad,m_kg,Mach,alpha_deg,phi,q_Pa,CL,CD,L_N,D_N,T_N,mdot_fuel_kgs,M4,Tt4_K,unstart_flag
77.0,cruise,109823.42169497313,19265.10812748942,1425.843515756559,-0.00952745968173978,800.576327426583,4.832186337367469,28.442062716513394,0.0,100472.57483451701,0.7205975013473994,0.08181473206167142,7240.028637969256,822.013678963224,0.0,0.0,0.0,0.0,0.0
78.0,cruise,111248.73193291921,19251.336987658942,1426.2214929705028,-0.009296130478189767,800.4631051685145,4.833467302851319,28.48535374563614,0.0,100744.40059188836,0.7216213292178937,0.08198807922531001,7269.930826637844,825.9839897234112,0.0,0.0,0.0,0.0,0.0
79.0,cruise,112674.4197470161,19237.91136495157,1425.2807342886815,-0.009536191070722748,800.4631051685145,4.8302790699219535,28.59868107936193,0.0,100824.7816591785,0.7246746164876378,0.08252755876401471,7306.515998131499,832.0823093246806,0.0,0.0,0.0,0.0,0.0
80.0,cruise,114100.47788800072,19224.888471234473,1428.2696288038176,-0.008225551954618916,800.1223751932685,4.840408439014893,28.490228778503717,0.0,101456.2435444473,0.7213493196297613,0.08192015559459367,7318.539225297843,831.1311257204113,0.0,0.0,0.0,0.0,0.0
81.0,cruise,115528.21891011979,19213.004682050312,1427.3114687969369,-0.008420299028424179,800.1223751932685,4.8371612329624085,28.594178493011533,0.0,101510.22408371975,0.724166943865798,0.08241864781166436,7351.0348745839665,836.6335408039228,0.0,0.0,0.0,0.0,0.0
82.0,cruise,116954.99709466903,19200.87106837156,1426.3481716185265,-0.00858690938479462,800.1223751932685,4.833896617026017,28.698369527252126,0.0,101567.41162136577,0.7269930307099313,0.08292057415301927,7383.88003959798,842.2028086879692,0.0,0.0,0.0,0.0,0.0
83.0,cruise,118380.80743247035,19188.528374133613,1425.379381144625,-0.008725063661308116,800.1223751932685,4.830613384300949,28.802589187026932,0.0,101627.10616596865,0.7298222758871945,0.08342502637283686,7416.972591387678,847.8244012091026,0.0,0.0,0.0,0.0,0.0
84.0,cruise,119806.9685149302,19176.742471928457,1428.3628218810934,-0.007293860381491954,799.7791423704002,4.8407242705278,28.683677188429442,0.0,102242.83561760049,0.7262291569270005,0.08276688179292482,7425.172831239592,846.2320689735385,0.0,0.0,0.0,0.0,0.0
85.0,cruise,121234.7993639907,19166.25648368799,1427.3759066467508,-0.007393370371786579,799.7791423704002,4.837379612955752,28.777075325789948,0.0,102270.57577648178,0.7287863613997116,0.08322340842860047,7453.340079839565,851.1305898074278,0.0,0.0,0.0,0.0,0.0
86.0,cruise,122661.63978382075,19155.65312272684,1426.3837085312034,-0.007468547447103723,799.7791423704002,4.834017051689437,28.870195811454536,0.0,102299.36140551214,0.7313388157245404,0.08368072445117647,7481.549381968402,856.048467330598,0.0,0.0,0.0,0.0,0.0
87.0,cruise,124087.48461296028,19144.96733686005,1425.3859688694645,-0.0075193427935724855,799.7791423704002,4.830635710112731,28.962862239887148,0.0,102328.59056338928,0.7338821051899013,0.08413804618781716,7509.71214637756,860.972767915668,0.0,0.0,0.0,0.0,0.0
88.0,cruise,125513.65848592902,19134.96925405163,1428.3612569577845,-0.0059867398749149,799.4337425433172,4.840718966999784,28.831271963541283,0.0,102918.37212624401,0.7299663486506581,0.08341994751848555,7512.694831006401,858.5445201459243,0.0,0.0,0.0,0.0,0.0
