x_m,wall_upper_m,wall_lower_m,height_m,area_m2
2.381935483870967762e-01,8.358038091635792977e-02,-8.358038091635792977e-02,1.671607618327158595e-01,4.179019045817896488e-02
2.398709677419355035e-01,8.397271592063415557e-02,-8.397271592063415557e-02,1.679454318412683111e-01,4.198635796031707779e-02
2.415483870967742031e-01,8.436170518943698904e-02,-8.436170518943698904e-02,1.687234103788739781e-01,4.218085259471849452e-02
2.432258064516129026e-01,8.474735926907804584e-02,-8.474735926907804584e-02,1.694947185381560917e-01,4.237367963453902292e-02
2.449032258064516021e-01,8.512968939032658500e-02,-8.512968939032658500e-02,1.702593787806531700e-01,4.256484469516329250e-02
2.465806451612903294e-01,8.550870745844636744e-02,-8.550870745844636744e-02,1.710174149168927349e-01,4.275435372922318372e-02
2.482580645161290289e-01,8.588442604332675867e-02,-8.588442604332675867e-02,1.717688520866535173e-01,4.294221302166337934e-02
2.499354838709677562e-01,8.625685836970907461e-02,-8.625685836970907461e-02,1.725137167394181492e-01,4.312842918485453730e-02
2.516129032258064835e-01,8.662601830750742138e-02,-8.662601830750742138e-02,1.732520366150148428e-01,4.331300915375371069e-02
2.532903225806451553e-01,8.699192036222430646e-02,-8.699192036222430646e-02,1.739838407244486129e-01,4.349596018111215323e-02
2.549677419354838825e-01,8.735457966546092412e-02,-8.735457966546092412e-02,1.747091593309218482e-01,4.367728983273046206e-02
2.566451612903225543e-01,8.771401196552251756e-02,-8.771401196552251756e-02,1.754280239310450351e-01,4.385700598276125878e-02
2.583225806451612816e-01,8.807023361811824880e-02,-8.807023361811824880e-02,1.761404672362364976e-01,4.403511680905912440e-02
2.600000000000000089e-01,8.842326157715559021e-02,-8.842326157715559021e-02,1.768465231543111804e-01,4.421163078857779510e-02
